,,6,9,11,18,32,37,39,41,42,45,46,3,10,12,14,15,17,19,20,21,22,23,27,43,1,2,4,5,13,16,24,25,30,31,40,44,38,26,34,35,36,8,7,29,33,47,28
1963-07-31,1,-0.40533220350451715,0.24564253835462288,0.2716033968583917,0.2634482575962368,0.17297108417566567,0.2716385930175346,0.29755983912699435,0.4255359896456777,0.2856697408317419,-0.21288372752153437,0.3671154796449073,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1963-08-31,4,0.08220051115931468,0.16846671867074503,,,,,,,,-0.025588773449826772,,,,,,,,,0.28826707029499854,0.25514123271976263,,,,,-0.007356970445172963,,,,,,,,,,,,,,,,,,,,,,
1963-09-30,1,-0.36257594801849413,,-0.16152137867796987,,,0.6805633694669937,0.35834492967473597,,,-0.2930144824910493,,,-1.0200444380332903,,,-0.32016656216524797,-0.5028123813865837,0.17145066462305986,-0.1675494426397328,,0.008460771933784292,-0.4185667877458986,,0.3318681770127882,,0.10324120656881355,-0.12572205883984947,0.35039268522767514,-0.3868363700718695,,-0.6718356445136624,0.1915285130225556,-0.23154644920370399,0.02504655622656842,-0.26447189960907846,,,,,,,,,,,,
1963-10-31,4,0.1620010433103054,,-0.19982507522127801,-0.4947967834346863,-0.012399973791975194,-0.12453723989070602,0.3766004431338452,-0.16604268412989348,0.04545977096129187,0.030155464311907076,0.4960711620782342,,-0.7962289690828752,0.5385162296490892,,0.36804771550515736,-0.2719649313164562,,-0.3372405624875656,0.32740092523385067,0.2474317679611919,-0.280131224888079,-1.0989024363306024,-0.1141189788356736,,0.29135462435967063,-0.285903912064085,0.4335634172192876,-0.6239889383377505,0.3896673440101982,,0.4934310025387346,-0.3513461031420234,0.1591262942242376,-0.09284995761395147,,0.3725120199452796,,,,,,,,,,
1963-11-30,4,0.7549489323204983,-0.7577245644435623,,-1.1978069576557016,,,,0.05549785406038863,,0.7439744137898745,,,,,,,,,,,-0.27062972070073316,1.11942459875244,,,1.1125559791599025,-0.626556715357189,0.7459539194208937,,,-0.48395251201493894,1.6059831536137008,,,-0.3849381990123551,,1.26136827868765,,,,,,,,,,,
1963-12-31,4,-0.4423846271691467,0.2287542382581174,,,,0.023597904166519242,0.35416431641567436,0.024962304798339732,,-0.2941922700793866,0.4927569790213226,,,,,-0.3620240887247576,-0.4649721293276816,0.1990147128061735,-0.14509398931209197,,,,,0.36556045747365884,-0.4278124313086393,,,0.1948146130459661,,,,,-0.2212437050546557,,,-0.4080100738379588,0.5438441878012827,,,,,,,,,,
1964-01-31,3,-0.46473692175663406,,-0.26569538717655605,-0.24223870260992814,-0.38477076795110887,-0.27607821053375403,0.488973435735929,-0.3224275746895077,-1.514037469972681,,0.6435025163728404,,-1.0515371239059303,,0.3235214711939387,,,-0.16713919713155356,-0.615955248819739,,0.4290518128631122,-1.0343015578733983,-0.9141097747147154,0.5906575642250627,-1.0812378487195582,0.5534909922305988,-0.5504870807813625,0.7487181134043238,-0.6331553920496025,0.44482068036329186,-1.247167820795486,0.44478933234283097,-1.172943729789474,0.49904283295455254,,-0.944865149331029,0.6273031690770409,,,,,,,,,,
1964-02-29,4,0.0724478995620439,,,0.658655861592843,,-0.2694982480358501,,-0.4615827344211603,-0.1107510984133872,,,-0.24329991381250796,1.121524123906941,0.20151633182755152,,,0.39396504412534283,,0.38613704813175337,,,,,0.36197800614277376,0.026781680351599644,,,,,,,,,,,-0.09850300968390154,,,,,,,,,,,
1964-03-31,2,0.07950842509531589,,,,,,,,,,,,,0.25171298291347216,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1964-04-30,2,-0.03509953055788114,,0.33883965852446707,0.37593965579302696,,-0.03815681770082341,,-0.04060572826766557,,,,-0.014786055749670365,,,,,,,0.3893201337254524,,,0.3051572456674049,,,0.07441338713365492,,,,,,,,,,,,,,,,,,,,,,
