,,0
1964-07-31,r_season,-0.029207634970744027
1964-07-31,r_indrrev,-0.03939783503616023
1964-07-31,r_indrrevlv,-0.06700646041733886
1964-07-31,r_ciss,0.013162373724636184
1964-07-31,r_price,0.0018948366699414489
1964-07-31,r_age,0.1052603838030497
1964-07-31,r_shvol,-0.1019697739845362
1964-07-31,r_ipo,0.0
1964-08-31,r_size,0.04341584498251257
1964-08-31,r_value,0.10419376647165904
1964-08-31,r_prof,-0.14235179952033863
1964-08-31,r_dur,-0.14240267546966986
1964-08-31,r_valprof,-0.019049992436870174
1964-08-31,r_fscore,0.08454624196927078
1964-08-31,r_debtiss,0.0
1964-08-31,r_repurch,0.0
1964-08-31,r_nissa,0.010590616247894945
1964-08-31,r_accruals,0.018560803223399962
1964-08-31,r_growth,-0.014192513944296775
1964-08-31,r_aturnover,-0.0018256434946713506
1964-08-31,r_gmargins,-0.14674873873854016
1964-08-31,r_divp,0.18242158094595393
1964-08-31,r_ep,0.13978611917069858
1964-08-31,r_cfp,0.08735931954068767
1964-08-31,r_noa,0.29234752461287467
1964-08-31,r_inv,0.005142949114490542
1964-08-31,r_invcap,0.11608174928629604
1964-08-31,r_igrowth,0.14916939273533036
1964-08-31,r_sgrowth,-0.06780345065134706
1964-08-31,r_lev,0.10595940116411541
1964-08-31,r_roaa,-0.10201936632427284
1964-08-31,r_roea,-0.07892262334215008
1964-08-31,r_sp,0.047933121776776604
1964-08-31,r_gltnoa,0.026590619717699653
1964-08-31,r_divg,0.15993854929722065
1964-08-31,r_invaci,0.0
1964-08-31,r_shortint,0.0
1964-08-31,r_lrrev,0.10610153945911073
1964-08-31,r_valuem,0.1348994214223501
1964-08-31,r_nissm,0.016459374926960472
1964-08-31,r_sue,0.0
1964-08-31,r_roe,0.0
1964-08-31,r_rome,0.0
1964-08-31,r_roa,0.0
1964-08-31,r_strev,0.09987642461286683
1964-08-31,r_ivol,-0.08452927882365217
1964-08-31,r_betaarb,-0.07418864354135885
1964-08-31,r_season,0.030838101087600735
1964-08-31,r_indrrev,0.11091290724621598
1964-08-31,r_indrrevlv,-0.017229881104070158
1964-08-31,r_ciss,-0.05028859508490212
1964-08-31,r_price,0.05168585607728995
1964-08-31,r_age,0.13794352057240392
1964-08-31,r_shvol,-0.06710050744935955
