Month,Cluster_ID,Factors
1981-02-28,1,"[ 0.         -0.88624293  0.62545141  0.64986563 -0.54805033  0.30970802
 -1.21980041 -0.26283021  0.3282239   0.17216743  0.70339186  0.46551874
  0.41302451 -1.05709414 -0.81733652 -0.60469557  0.39401749  0.69995931
  0.92230406  0.27933145  0.72589125 -0.7897732   0.53640421  0.52306182
 -0.32336223 -0.07923917  0.66586711 -1.02613009  1.41209826  0.72679761
 -0.93116075  0.47560901  0.38011856  1.06372514 -1.30935765  1.28057997
 -1.11002928  0.68230399  0.76961372  0.55344037 -1.02246143 -0.79616802
  0.46205208  0.27811922 -0.18200215  0.77082387  0.58412308]"
1981-02-28,1,"[ 1.32772776  3.96833233 -1.12618964 -3.98659685  4.95654824  0.58940363
  2.867289    0.11212451 -1.79002286 -1.63742767 -3.26321334  0.26951902
 -2.69463048  4.06244461  3.96634698  3.34508891 -3.48104038 -2.93850975
 -3.03510906 -1.37725772 -3.09476768  3.52051781 -1.24087935 -1.08749896
  3.35176966  0.41946637 -2.2535575   2.4460735  -5.57835874 -4.81947017
  4.48276365 -2.98220266 -0.6991803  -3.06162476  4.47777082 -4.49960016
  4.41202547 -3.36039848 -3.22580586 -3.55112786  3.17666093  2.60075897
 -1.73495187 -1.34908934  2.59635516 -3.0014911  -5.67536413]"
1981-02-28,1,"[ 0.1696406  -0.3038796   0.          0.06927291 -0.50621345 -0.54270388
 -0.20527224 -0.25956671 -0.28624254 -0.38791632 -0.09159363  0.07879911
 -0.08715203 -0.28268971 -0.35767997 -0.29524138 -0.22296714 -0.09013069
  0.46729368  0.0570532  -0.2124982  -0.30654562  0.06603826 -0.10341098
 -0.14587724  0.12192386 -0.35923212 -0.3124335   0.08825242 -0.15124967
 -0.37967023 -0.18937203  0.          0.         -0.07567854  0.29697413
  0.19920398  0.1031235   0.2124254  -0.11233407  0.20414163  0.
  0.          0.29351355 -0.05921248  0.21532641  0.4765855 ]"
1981-03-31,2,"[ 0.          0.74939753 -0.43621427 -0.74968802  0.55890876  0.41064388
  0.6701013   0.1187744  -0.59275486 -0.27514781 -0.62433923 -0.27551082
 -0.51993772  0.58939134  0.5912197   0.45410098  0.13713862 -0.53754189
 -0.88266756 -0.38372963 -0.27895692  0.5709179  -0.23860578 -0.4603524
  0.30608904  0.16699287 -0.10171494 -1.71049082 -1.09063948 -0.98712968
  0.91705746 -0.48351743  0.55824077 -0.41780924  1.02943259 -0.32534399
 -0.17077904 -0.41534831 -0.53140234 -0.28872697 -0.34944326 -0.33167807
 -0.29693592 -0.77742591  0.47855335 -0.51378058 -1.38738638]"
1981-03-31,3,"[ 0.20235254 -0.16440453  0.36175894 -0.05123753  0.29020259  0.
  0.07052401 -0.30233244 -0.39664156  0.32038601  0.32105564  0.50074204
 -0.07090135 -0.28647406 -0.08592053 -0.06565378 -0.12399652  0.
  0.38960741  0.28383382  0.         -0.13556576  0.24318441  0.34059712
  0.13501183 -0.27690756  0.42315907  2.07480587  1.15833609  0.1093468
 -0.15101433  0.12219027 -0.10495914  0.18935189 -0.27582322  0.19849712
 -0.08217224  0.12693923  0.28311819  0.         -0.11981823 -0.05343038
  0.1358169   0.          0.          0.28335285  0.40355075]"
1981-03-31,0,"[ 0.24483189 -1.26615788  0.64572922  1.13476582 -1.01208701  0.
 -0.9997371  -0.49349957  0.63382072  0.40549082  1.3472971   0.18162371
  0.73214137 -1.33496863 -1.20681837 -0.94463249  0.86913712  1.11441075
  1.29102141  1.03758033  1.11068617 -1.0744997   0.66027996  0.62669566
 -0.89017246 -0.5345212   0.8030457  -3.93765562  1.93344601  1.37442569
 -1.18658261  0.5974114   0.66931391  1.54493543 -1.53835462  1.43311357
 -0.60747849  0.78741333  1.1022619   0.4460272  -0.49997245 -0.75946585
  0.88788622  0.52329826 -0.68358852  0.81929509  1.59461975]"
1981-03-31,3,"[-0.51569104  0.60335241  0.         -0.58762506  1.06941078 -0.59418197
  0.80531399 -0.27534519 -0.1386617   0.50665063 -0.33795021  0.30896463
 -0.59667069  0.5120087   0.71899381  0.39710354 -0.23337389 -0.32982403
 -0.24105716  0.07172034 -0.52571022  0.44041036  0.17820607  0.38797776
  0.57011434  0.43647469  0.31176693  7.0050938  -0.41592837 -0.65909866
  0.73929405 -0.3814509  -0.5638009  -0.71593392  0.64944942 -0.7127027
 -0.10439335 -0.36619945 -0.53602889  0.34736154 -0.41274674 -0.31630305
 -0.40796992 -0.91954858  0.07226605 -0.39459582  0.42842972]"
1981-04-30,3,"[-0.45250881  0.23461216  0.217864   -0.3163205   1.07037684 -0.80038163
  0.09323013 -0.56390661 -0.0943297   0.26365     0.28553868  0.14646501
  0.          0.          0.1732567   0.06613946 -0.46530272  0.22372541
  0.54163482  0.79183635  0.16785848  0.49652029 -0.60782464  0.10818869
  0.65616833  0.38771306  0.15889103  2.22360634  1.30940076 -0.70514851
  0.3322421   0.          0.30700459 -0.12160604  0.20503239 -0.75120023
  0.75692264  0.25764125  0.30159388 -0.17086231  0.49518895  0.
  0.28762254 -0.93336914 -0.52314425  0.59166834  1.07800016]"
1981-04-30,3,"[-0.67584118 -0.85481051  0.25937569  1.01940382 -0.76697845 -0.34600636
 -0.12622709 -0.0857484   0.33419596  0.21481041  0.62222983  0.
  0.67087117 -0.8922071  -0.54723664 -0.70261759  0.75716698  0.68195734
  0.60574123  0.32625723  0.61277277 -0.69646513  0.51359813  0.79480614
 -0.66197387 -0.15104819  1.18060476 -1.17185665  0.7683841   1.0701491
 -0.89950817  0.68840327  0.45124356  1.09164398 -0.28903986  0.78766966
  0.09707478  0.2964178   0.36349044  0.33990238  0.11012702 -0.17544851
  0.59858069  0.         -0.87986422  0.27497776  1.03633505]"
1981-04-30,1,"[ 0.          0.41768566  0.         -0.22073667  0.74150034  0.26569335
  0.49293587  0.06072548 -0.3581193   0.33862991 -0.35973947  0.14654556
 -0.08896142  0.65857043  0.55700129  0.35490605 -0.35776146 -0.52172067
 -0.54542565 -0.37204937 -0.29365723  0.32637471  0.2572869   0.2004399
  0.26702896 -0.11671206  0.14674069 -3.58702219 -1.0256925  -0.37271666
  0.56674492 -0.6400437   0.15679436  0.          0.91616848  0.
 -0.5299032  -0.6540056  -0.70104969 -0.11945141 -0.69799563 -0.07809175
 -0.3926902   0.15630593  0.39082361 -0.62032468 -0.77069377]"
1981-04-30,2,"[-0.67483563  0.27013169  0.44492838 -0.32249837  1.27569677 -0.44663373
  1.05323676  0.21854907  0.12120409  0.50080733 -0.18594142  0.62363301
 -0.43012492  0.35080915  0.35297947  0.13562802 -0.50804512 -0.28706424
  0.          0.15490776 -0.49412659  0.1989472   0.22339841  0.45991164
  0.54694299  0.32382148  0.12837312  4.63736875 -0.54836509 -0.52191437
  0.2814145  -0.05791823 -0.31910062  0.          0.81174008 -0.10820209
  0.40314522 -0.48613198 -0.5492261  -0.25720497  0.          0.
 -0.39473909 -0.19577947 -0.23460654 -0.40685358  0.67541568]"
1981-05-31,2,"[-0.09987689  1.14885343 -0.48154032 -0.91356132  1.16996426  0.40129692
  0.89541725  0.43652141 -0.52915834 -0.09543942 -0.99743593  0.
 -0.8274187   1.33342407  1.00304643  0.82593696 -0.71556715 -0.48338878
 -1.129492   -0.45840982 -0.74757318  1.07919231 -0.56579266 -0.46757616
  0.78774603  0.40049892 -0.9241646  -0.48132883 -1.66274161 -0.97758848
  1.13581471 -0.4552513   0.99859181 -0.12737594  1.70540696 -0.77194372
  0.63021684 -1.1831521  -1.22177644 -0.56710384  0.49327186  0.68669953
 -0.85903146 -0.06258099  0.68887954 -1.1829678  -1.33745704]"
1981-05-31,0,"[ 0.44529489 -0.06854506  0.25430793  0.16668956  0.13644017 -0.09117145
 -1.2659649  -0.23692051  0.7968633  -0.19143495  0.38578343  0.0738879
  0.15679594  0.05624616 -0.11264017  0.11311968  0.17506815  0.22373733
  0.1390021   0.24529056  0.          0.          0.          0.11232785
  0.         -0.22386793 -0.26446148  2.29076853  0.63228579  0.
  0.07824171  0.55376712  0.          0.18922265  0.09308029  0.2522459
 -0.071648    0.11005156  0.40279731 -0.28404787 -0.12362524 -0.2188466
  0.15823805  0.          0.20263402  0.49639456  0.69393493]"
1981-05-31,2,"[-0.223984   -1.0423557   0.3467738   0.94140679 -0.92210826 -0.56238821
 -0.21761706 -0.69872285  0.41276623  0.10619766  0.73031222  0.
  0.58702935 -0.65083968 -0.96453139 -0.95100634  0.655302    0.72499289
  0.80516332  0.4492083   0.73704367 -0.91526319  0.53287568  0.43965829
 -0.94377233 -0.55380405  0.25617121 -1.04072686  0.56044985  0.91597254
 -0.96589842  0.34324625  0.36471371  0.20294687 -0.71018472  0.75837324
 -0.28973129  0.5810389   0.43856883  0.72278723 -0.24035538  0.
  0.21776961  0.         -0.78224112  0.34014252  2.02814859]"
1981-05-31,2,"[-0.71190466 -0.06537052  0.15059571  0.10194928  0.27007989 -0.86816049
  0.         -0.12575162  0.26057767  0.39600686  0.56670107  0.
  0.11100466 -0.11200195 -0.137245   -0.07900008  0.41585054  0.49508558
  0.37470717  0.57662178  0.15121214  0.         -0.19136256  0.16952551
  0.          0.29761805  0.52987466  1.22449235  1.00578535 -0.09513522
 -0.33079178  0.42648694  0.39722328  0.          0.17910256 -0.1794814
  0.83948018  0.17259603  0.14523979  0.          0.76960638  0.48393375
  0.69315055 -0.07366981 -0.60502811  0.1947291   1.48894737]"
1981-06-30,3,"[ 0.3594409   1.56450132 -0.64801454 -1.23439175  1.51992783  1.45048049
  0.24738256  0.98398608 -0.46557917  0.0830641  -1.27322032 -0.15204594
 -0.92225102  1.63142465  1.63080507  1.28036778 -0.98114417 -1.24787451
 -1.46519184 -0.90791984 -0.9992634   1.40434155 -0.48546665 -0.47673465
  1.16721289 -0.40842182 -0.47572828 -4.08621889 -1.66122946 -1.10306348
  1.76233889 -1.26354255  0.1259614  -0.43179881  1.83658089 -1.07334139
 -1.07801855 -1.30843067 -1.24759062 -1.14899536 -1.63770479 -0.84349913
 -1.11354291 -0.58629847  1.26411149 -0.96593723 -2.76996315]"
1981-06-30,0,"[ 0.1057215   0.70789064 -0.48522026 -0.61240138  0.3818718  -0.05967291
  0.21658322  0.         -0.05423874 -0.36560901 -0.42675551 -0.26572137
 -0.41074845  0.58740375  0.65748893  0.52279959 -0.18074665 -0.31617125
 -0.37551091 -0.4557006  -0.32389675  0.69376408 -0.44403315 -0.35235966
  0.54697402  0.30343489 -0.11262071  3.13472479 -0.1776416  -0.36810676
  0.59914249 -0.41652975  0.41838136 -0.15857945  0.65691983 -0.47132417
 -0.07036885 -0.27099414 -0.27477592 -0.5055635  -0.1762855  -0.1591337
 -0.22579583 -0.44103641  0.49492897 -0.25813671 -0.93796966]"
1981-06-30,1,"[ 0.49407342 -0.46505593 -0.28635485  0.38101389 -1.16218821  0.4172669
 -0.35573382 -0.21068088  0.09044465 -0.59953441  0.1208505  -0.35770378
  0.13304965 -0.51019127 -0.42315567 -0.24409958  0.13828947  0.33767173
  0.10000276  0.          0.48129828 -0.36875039  0.0504185  -0.10437731
 -0.51231378 -0.34114467 -0.30138145 -3.10146215 -0.57982307  0.51124812
 -0.23412828  0.         -0.70035033  0.34665091 -0.1762214   0.56482553
 -0.55086869  0.21481295  0.38118612  0.51656021 -0.21953423 -0.22635908
  0.          0.09020998  0.          0.         -0.26253289]"
1981-06-30,2,"[ 0.          2.6234834  -1.00463212 -1.71091099  2.4708126   0.
  0.98308436  1.2030156  -0.24079367  0.         -1.63957848 -0.47745522
 -1.33491343  2.83746194  2.43100268  1.93397422 -0.80666163 -1.31561298
 -2.16525807 -1.14486173 -1.49912386  2.49545536 -1.41312505 -0.7758659
  1.75994613  0.58044015 -0.40100367  9.85031253 -1.64732804 -2.47877164
  2.49547835 -0.25564445  0.48967441 -0.79471924  3.09700976 -2.18875211
  0.         -1.74602689 -1.67560246 -2.29844623 -1.15709563 -0.97181902
 -1.13953936 -1.42712489  1.21305643 -1.32762601 -0.78657978]"
1981-07-31,1,"[ 0.17211533 -1.68257429  0.09380295  1.72754953 -2.52027049  0.78941826
  0.89297078  0.093587   -0.25588562 -0.727034    1.15407638 -0.64983802
  1.08102558 -1.5003915  -1.27906419 -1.27952378  0.47616494  1.42596402
  0.8534114   1.58708057  1.23581611 -1.70783408  1.5385532   0.95946975
 -2.11002628  0.69115312  0.         -0.0943238   0.63735895  1.3928157
 -1.09621666 -0.28143549  0.0918645   1.03885701 -0.58309752  1.59651589
 -1.32440876  1.03890194  0.74149853 -1.00540359 -2.13211816 -1.43100981
  0.65512859 -0.39579981 -0.9312919   0.39205652  1.32737939]"
1981-07-31,2,"[ 0.          0.11655318 -0.45046401  0.         -0.52527967  0.57010206
  0.14586647  0.18199939 -0.22153545 -0.77694842 -0.18327064 -0.43864098
  0.          0.15113981  0.2773376   0.12684218  0.          0.
 -0.50391602 -0.0858877   0.          0.0502598   0.         -0.10562551
 -0.26239575  0.         -0.29262372 -0.21587622 -0.8496715   0.13566803
  0.19069668 -0.20906395  0.10171195  0.43152757  0.64211619  0.29594202
  0.51938917 -0.11131198 -0.25567663 -0.65747883  0.33084738  0.28955879
 -0.20798662  0.          0.17828547 -0.28703498 -0.2075116 ]"
1981-07-31,2,"[ 0.2598558   1.9912222  -1.13415631 -1.78815721  1.22188013  0.19585472
  0.42567747  0.13127948 -1.06187131 -1.46324084 -1.77876743 -0.19925522
 -1.56364579  1.88952407  1.98207802  1.87794872 -1.40241669 -1.45594947
 -1.83602219 -1.54529155 -1.50321506  1.79378121 -1.09007901 -0.85952231
  1.74216097  0.38884496 -1.4288508  -2.01226134 -1.46755033 -0.98114807
  2.05394889 -1.07882617  0.         -0.59056252  1.5287427  -1.03497129
  1.03870037 -1.14765709 -1.00028123 -1.40808746  0.64299081 -0.27395566
 -1.44436379 -0.53084886  1.41051849 -0.81471672 -2.68344793]"
1981-07-31,2,"[ 0.4205139  -0.72376685  0.10111727  0.75306199 -1.07107029  0.40591942
 -0.63038923 -0.10910639  0.50137767  0.1751676   0.67626535 -0.08766401
  0.33061569 -0.58056879 -0.83632877 -0.62987334  0.57865532  0.74157994
  0.6466024   0.69257889  0.71499192 -0.67156891  0.23429283  0.
 -0.62850251 -0.5371069   0.08430466 -1.41743431  0.27296288  0.58110712
 -0.55530344  0.47564362  0.22196285  0.496615   -0.42783531  0.53887787
 -0.60501975  0.52664062  0.54392959 -0.13000883 -0.75778178 -0.55337037
  0.59013785  0.         -0.1465528   0.35695327  0.42664616]"
1981-08-31,1,"[ 1.29466761 -0.15784054 -0.77525256  0.81556748 -1.34810502  0.27520297
 -0.34156022  0.17737066  0.16108451 -0.43879867  0.35016389 -1.06707757
  0.53764344  0.1511651  -0.14251538  0.          0.50399598  0.74526239
  0.          0.34792913  0.7500784  -0.12032592 -0.21246363 -0.32914715
 -0.66276346  0.19519594 -0.50150887  0.48812108  0.          0.08816313
  0.079203    0.12986605 -0.19745984 -0.13541535  0.10946648 -0.10519899
  0.84636897  0.14651079  0.14037207 -1.07302008  0.43755778 -0.10557303
  0.17877653  0.15862727  0.60551169  0.24362196 -0.13462708]"
1981-08-31,2,"[-0.16581285  1.48127937 -0.37071589 -1.37473042  1.55357797  0.16222961
  0.5991815   0.58965674 -0.85646353 -0.16534118 -1.21353391  0.06424432
 -0.87513415  1.35358595  1.56605438  1.37468342 -0.79520382 -1.20137032
 -1.32907193 -1.21917626 -0.90481451  1.2283673  -0.37128996 -0.3380177
  1.1606019   0.25159393 -0.54129783  1.1115757  -1.43958459 -1.00899629
  1.32435565 -0.88118519  0.19377557 -0.51729986  1.41019051 -0.59764941
 -0.44303952 -1.10622822 -1.08660642 -0.99816086 -0.45916153 -0.0932006
 -1.0722172   0.0763742   0.8828832  -0.91084041 -1.33599847]"
1981-08-31,2,"[ 0.         -0.44802335 -0.08755171  0.49636056 -0.70683249  0.12443874
  0.06584134 -0.15559109  0.23840359 -0.21312713  0.38137447 -0.17588829
  0.2425304  -0.376768   -0.37325877 -0.41353278  0.31937586  0.40135304
  0.23487224  0.53775175  0.456645   -0.38109332  0.19080889  0.1339149
 -0.47194829  0.          0.          0.          0.32639125  0.38003614
 -0.38044798  0.23371324  0.46253572  0.36746675 -0.08212985  0.27184685
  0.29482928  0.31001165  0.17772106 -0.09255394  0.05836591 -0.2442462
  0.3036702  -0.06099378 -0.35420234  0.13635253  0.38384176]"
1981-08-31,2,"[ 0.145964    3.76803269 -0.08106814 -3.62966109  5.16958482  0.05581269
  1.97883657  1.96202941 -2.09621124  0.73781881 -3.64683627  0.5701322
 -1.67306802  3.62143521  3.75888576  3.34554055 -2.92887504 -3.8768481
 -3.26323455 -4.13704932 -3.84219276  3.17970756 -0.92097811 -0.83367392
  3.18728317 -0.1642736  -1.98496273  2.00969813 -3.23973651 -3.31332924
  3.11818752 -2.06615812  1.15533724 -1.15957809  3.21550141 -1.37990306
 -2.26012607 -3.16922013 -2.56304538 -1.70866256 -1.60147994  0.20306864
 -3.00688917  0.72995293  2.68800938 -2.04336957 -4.11942823]"
1981-09-30,2,"[-0.66939191 -2.0959233   1.26957278  2.04404394 -1.19875284 -0.10330533
 -1.21186404 -0.49838179  1.75998117  1.13796131  1.8708295   0.75267398
  0.67082192 -1.77780708 -2.16918742 -1.99848524  1.24213955  1.47672543
  1.7504441   1.59235816  1.36087042 -1.71704421  0.69437615  0.91234658
 -1.3558793  -1.19809187  2.39845516  0.40758848  2.49761915  2.064746
 -1.71976262  1.68144387  0.59830546  1.28867565 -1.93874654  1.09835601
 -1.91891562  1.63523952  1.29707091  0.3924264  -1.80187784 -1.77258123
  1.72201435 -0.98215722 -1.41211795  0.94931017  2.7726447 ]"
1981-09-30,2,"[ 0.50959497  2.4462934  -0.57974031 -2.15353613  2.72324489  0.36355953
  1.23904142  1.56062147 -1.71999002 -0.32198219 -2.39419847  0.
 -1.06076914  2.20369727  2.4179954   2.26633101 -1.93947149 -2.38691406
 -2.13855168 -2.27974559 -1.71282737  2.09681546 -0.63748851 -0.6352439
  1.8577991   0.69350809 -0.8621169  -0.32906865 -2.24785722 -2.44434381
  2.09149736 -1.70356762 -0.22125492 -0.93338305  2.2848556  -1.01427617
  1.41368754 -2.11163901 -1.65570551 -1.40265635  1.21305931  0.30370656
 -1.32098235  0.88525603  1.71909858 -1.42715604 -2.16754285]"
1981-09-30,1,"[-0.09413908  0.22725001  0.         -0.19574912  0.49335928  0.
  0.14437136 -0.35363135  0.          0.05619364 -0.10968361 -0.23579906
  0.13345008  0.36417639  0.36889401  0.18246163 -0.09256694 -0.17887836
  0.09335236 -0.17718208  0.          0.25500185 -0.15268693  0.06820506
  0.13569484 -0.18329779  0.          0.27976515 -0.14681764 -0.36423804
  0.10159595  0.         -0.53214069 -0.2302325   0.22417557 -0.40888289
 -0.1739225  -0.11350932 -0.11765772 -0.37756775 -0.30992978 -0.5613023
 -0.05878833 -0.2641785   0.          0.          0.07465902]"
1981-09-30,2,"[ 3.59053352 -3.88636157  2.16943204  3.2416741  -3.21920967 -0.13128418
 -2.75474142 -2.10847455  2.83513363  1.50643254  3.82802288  1.61926755
  1.76086682 -3.70862158 -3.82440899 -3.05044888  3.74230554  4.3207279
  3.28360163  2.87855786  2.77923815 -3.56451249  2.56100493  2.53427274
 -2.5881276  -0.40745412  1.04104198  0.68331422  4.54133293  2.81910223
 -3.02176363  2.86823653  2.16928371  4.00641783 -3.8126084   4.07068263
 -3.04890583  2.78126447  3.43695831  0.92589012 -2.09454174 -1.52214097
  2.69409935  0.60417929 -0.50601383  2.81025466  0.69732864]"
1981-10-31,3,"[-1.05503584  1.84890283 -0.70931621 -1.60827579  2.23715738 -0.05896197
  2.07579017  1.59821006 -1.26009696 -0.60570403 -2.03827826 -0.21034777
 -0.95262591  1.8223874   2.12758345  1.61768732 -2.15795059 -2.22036163
 -1.44927869 -1.28827141 -1.29304625  1.92080679 -1.24576398 -0.25988954
  1.7298257  -0.29994952 -0.72283326  1.36376822 -1.66026238 -1.22975005
  1.12634306 -0.78898514 -0.73705584 -0.9301505   1.35869451 -1.88170439
  1.64898804 -1.39359609 -1.63368223  1.24619879  1.43035864  0.
 -1.51232619  0.23816278  0.38193142 -1.35610139 -1.36914428]"
1981-10-31,2,"[-0.13642135 -0.31665669  0.05182648  0.47527561 -0.1026054   0.32749913
  0.25851413  0.          0.23439116  0.12471432  0.36205321 -0.13993137
  0.38018558 -0.16285094 -0.17933485 -0.36827326  0.09623234  0.36635398
  0.28233721  0.27967577  0.39050806 -0.21070184  0.14945866  0.30063805
 -0.3864298  -0.369912    0.16006566  0.27469184  0.16986781  0.24626075
 -0.3896877   0.22159142  0.69341874  0.68212829  0.2030761   0.27607108
  0.23255598 -0.05374806  0.         -0.24787537  0.08524145  0.
  0.32703162  0.19035004 -0.45572439  0.          0.64830892]"
1981-10-31,1,"[ 0.17268499 -2.38259431  0.50438521  2.33594701 -2.58215088  1.05030707
 -1.00507358 -0.47573859  1.59206952  0.8618729   1.79058772  0.
  0.91490842 -2.05387959 -2.6094015  -2.35030917  1.05466254  1.40856045
  1.79433269  1.86357802  2.1528121  -1.78641806  0.30058739  0.44840707
 -1.62052332 -0.20638566  0.37955033  1.96894597  2.08984529  2.24743164
 -1.71903116  1.18575609 -0.29678281  1.64625382 -2.16017511  1.04420754
 -2.30957183  2.01960742  1.77966782 -1.19633512 -2.74981235 -0.96025107
  1.41819364 -0.90612152 -1.37734413  1.47469405  2.85480127]"
1981-10-31,3,"[ 0.67526542 -1.5201059   0.          1.73564034 -2.53861166  0.96265994
 -0.90846564 -0.11852144  0.81753711  0.20012196  1.34973228 -0.54796635
  0.88951024 -1.50487117 -1.33896955 -1.26025804  1.35672556  1.7811394
  0.78297345  1.25422626  1.57489543 -1.3430008   0.69212507  0.45722876
 -1.72038286  0.48089164  0.65570941 -5.04407164  1.27711296  1.49966455
 -0.98770898  0.44142235  0.          0.71364305 -1.11710296  0.78860267
 -1.89837088  1.09721017  1.08755265 -0.10505471 -1.77888869 -0.23736341
  1.10373932 -0.68127163 -0.56856527  1.06123537  1.08731863]"
1981-11-30,3,"[-0.5368387   1.65264863 -1.12595489 -1.03860785  0.90826473  0.09091252
  1.05132185  0.68327637 -0.17012871 -0.1965667  -1.15831451 -1.00159305
 -0.68837935  1.73957692  1.69952633  1.43311284 -0.65079187 -0.97097173
 -1.43464843 -1.08650506 -0.65400987  1.55545726 -1.03858276 -0.7137543
  0.90513469 -0.07329826 -0.78069185  0.58572201 -1.80507754 -1.49654718
  1.37658063 -0.11356831  0.10980675 -0.39829542  1.80031181 -1.003221
 -0.85825283 -1.14063793 -1.20670786 -1.8547631  -0.9296998  -0.46578323
 -0.78061686 -0.53701768  0.39846915 -0.91760189 -0.3945532 ]"
1981-11-30,2,"[-0.29660951  0.0896925   0.32818664 -0.4092021   0.58304766 -1.42697673
 -0.11336109 -0.82150017 -0.19165659  1.32363839 -0.06539424  0.49959595
 -0.38094995 -0.28741927 -0.23237249  0.          0.15330659 -0.20300317
  0.         -0.21408552 -0.42994587  0.         -0.28810866 -0.76408448
  0.47609465 -0.57494632  0.31188063  7.43980431 -0.9692594  -0.1875245
  0.         -0.37583232 -0.1067793  -0.22966816  0.          0.09606233
 -0.55094499  0.14895795  0.15024495  0.36397476 -0.64448349 -0.67288923
  0.58373516 -0.18925618  0.24820785 -0.24344593  0.85057805]"
1981-11-30,2,"[ 0.24890578  0.         -0.25014178 -0.12883901 -0.25062548  0.
  0.18422409  0.09038235  0.         -0.10323068  0.         -0.27541609
  0.         -0.09448265 -0.0622002   0.          0.          0.
 -0.08829904  0.12801548  0.          0.07539509 -0.24265456 -0.23812258
 -0.0725443   0.05420729 -0.33335449 -0.75285406  0.09137208  0.07653231
  0.10769502 -0.05203787  0.         -0.13959409  0.         -0.12737578
 -0.15200216  0.1401892   0.09632785  0.         -0.18116221 -0.26812473
  0.15789694  0.10990849  0.10114237  0.07831358 -0.24890426]"
1981-11-30,0,"[ 1.08432114 -1.52048671  0.88134603  1.33398617 -1.32373799  0.16904981
 -0.65587657  0.07723448  0.38737276  0.          1.25376383  0.54181608
  0.54761714 -1.59965213 -1.42208903 -1.38037697  1.08538846  1.34579943
  0.82878115  0.61130253  1.08768921 -1.41792153  1.19000661  0.88523103
 -1.14954709 -0.52776127  0.856647   -0.64544784  0.86303987  1.51632925
 -0.94337892  0.          0.08369124  0.85008078 -1.26784529  1.33597522
  0.3499089   0.53774102  0.88783499  1.90525248  0.2380627   0.21063505
  0.9937975   0.56329292 -0.15005202  0.26264742  0.31055182]"
1981-12-31,3,"[ 0.66497925 -1.1231641   0.          1.36042002 -1.84452681  0.58425313
 -1.01304454 -1.11577451  1.22008561  0.23515329  1.30361494 -0.72785273
  1.31027471 -1.06062611 -1.15580746 -0.87940366  1.63924401  1.40496393
  0.83693056  1.31798181  1.30018706 -0.95150363  0.16924784  0.10066752
 -1.45391537  0.29296873  1.04893606 -2.73095235  0.84851958  0.95307926
 -0.70469274  0.91300581 -0.89798856  0.         -1.11670659  0.0735652
 -0.53118988  0.81683385  0.9135351   0.08289349 -0.68870291  0.
  0.56327407 -0.55123181 -0.45483781  0.84987869 -0.12010388]"
1981-12-31,3,"[-0.13464126  0.54890196  0.         -0.39723506  0.77032975  0.42736671
  0.32201573  0.38165752 -0.6233055  -0.24916419 -0.54064895  0.09377194
 -0.1095993   0.49530253  0.86981966  0.59433772 -0.61742375 -0.51146208
 -0.5135641  -0.3570303  -0.51168404  0.41545214  0.23174326  0.19126395
  0.43994824 -0.07354742 -0.1350621   0.         -1.21836411 -0.35565585
  0.41366191 -0.3782472   0.91977093  0.32149611  0.95260244  0.18106794
  0.32090558 -0.86250795 -0.69530045 -0.17174039  0.43638288  0.19429367
 -0.53207547  0.76457849  0.50843559 -0.54364725 -0.66753796]"
1981-12-31,3,"[ 0.16369086 -0.70653513  0.46480641  0.59092998 -0.41002441 -0.15881633
 -0.22495429 -0.35503445  0.28115926  0.67773025  0.28458947  0.26921219
  0.43546909 -0.54890659 -0.80611514 -0.7254803   0.38715202  0.302026
  0.59438539  0.41262718  0.15947765 -0.64032376  0.28926274  0.20674495
 -0.59305427  0.39028789  0.19883361 -0.8737291   0.60808756  0.64622335
 -0.4520039   0.25230893 -0.57962358  0.19015625 -0.61702799  0.45853137
 -0.33976331  0.50876021  0.46395919  0.37008405 -0.19300565 -0.16530264
  0.46118656 -0.4695819  -0.30392943  0.29277041  0.27100181]"
1981-12-31,3,"[-0.25216323  0.19615251  0.29538117 -0.45992503  0.64405409 -0.37438669
 -0.11997782  0.         -0.20860612  0.         -0.46434811  0.43323449
 -0.16656395  0.2100306   0.          0.23363298 -0.13724159 -0.72173628
 -0.08584232 -0.46955671 -0.41750729  0.07648823  0.         -0.28701564
  0.37871795 -0.13638421 -0.41856353  0.99827946 -0.08930072 -0.30069571
  0.26494043 -0.1680003  -0.26571354 -0.57301163 -0.21952852 -0.20156532
 -0.37819916  0.         -0.0801992  -0.0584325  -0.36512489 -0.38684672
 -0.23072172 -0.46970289  0.21397168  0.          0.        ]"
1982-01-31,1,"[-1.26708957  3.0328668  -1.03323902 -2.51820074  3.15389674  0.
  2.17159154  1.46607792 -1.3313524  -1.26224461 -2.84338996 -0.07514874
 -1.84226647  3.19315765  3.09247696  2.65028683 -2.33943796 -2.84826376
 -2.67458904 -2.76293473 -2.25721811  2.66970474 -1.43091157 -1.20209365
  2.50419841 -0.15198887 -2.27386632  0.559272   -2.36584723 -3.26161026
  2.10553949 -0.87889496  1.06302281 -1.2898746   2.09299715 -1.55034579
  1.16559095 -2.54390877 -2.52179849 -0.37064277  1.17646764  0.50604638
 -1.97148766  0.37206696  1.11536335 -2.06966516 -1.3101486 ]"
